"Number","Part No.","Part description","Free text","Vendor part no.","Group number","Group name","Quantity","Lot","Total","Tax","Total including tax","Unit cost","Currency","Total (in currency)","Tax (in currency)","Total including tax (in currency)","Unit cost (in currency)","Status","Product status","Created by","Created","Expected date","Arrival date","Order ID","Order date","Invoice ID","Invoice date","Due date","Shipped on","Delay","Vendor number","Vendor name","PO free text","B.W.E. Job ID","PO Emailed","Attention","NOTES","ACCOUNT","Notes","BWE added value cost","Buy Price","Supplier 1","S1 Buy price","Vender Part Number","Supplier 2","S2 Buy Price","Vender 2 Part Number","Sell Price"
"PO00392","A0001064","DEWALT 2750MM X 27MM X 0.9MM X 6/10TPI BIMETAL BANDSAW BLADE",,,,,2,"L01788",0,0,0,0,"AUD",0,0,0,0,"Received","Received","Admin","30/04/2026","30/04/2026","13/05/2026",,"30/04/2026",,,"06/05/2026",,13,"V00142","AUSTECH SAW & TOOLING",,"SAW","Y","DERRYN F",,,,,,,,,,,,
"PO00391","A0000982","Corflute 2440 x 1220 x 3 mm Thick White",,,,,20,"L01786",307,30.7,337.7,15.35,"AUD",307,30.7,337.7,15.35,"Received","Received","Admin","29/04/2026","29/04/2026","11/05/2026",,"29/04/2026",,,,,12,"V00061","BFS PLASTICS PTY LTD",,"stock","Y","DERRYN F",,"N",,,,,,,,,,
"PO00391","A00141","FREIGHT INWARD","includes $11.25 fuel levy",,"AG00011","FREIGHT INWARD",1,"L01787",86.25,8.63,94.88,86.25,"AUD",86.25,8.63,94.88,86.25,"Received","Received","Admin","29/04/2026","29/04/2026","11/05/2026",,"29/04/2026",,,,,12,"V00061","BFS PLASTICS PTY LTD",,"stock","Y","DERRYN F",,"N",,,,,,,,,,
"PO00390","A0000218","GFDSS12540 - ALPHA 125X22.2MM 40G ZIRCONIA FLAP DISC","(1 X BOX)",,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L01780",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","28/04/2026","28/04/2026","11/05/2026",,"28/04/2026",,,,,13,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00390","A0001889","CHROME ZINC SPRAY",,,,,1,"L01781",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","28/04/2026","28/04/2026","11/05/2026",,"28/04/2026",,,,,13,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00388","A0000717","SCOTCH -BRITE MULTI-FINISHING WHEEL 2S-150MM X 50MM X 25MM MEDIUM",,,,,1,"L01715",86.85,8.69,95.54,86.85,"$",86.85,8.69,95.54,86.85,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00196","PACIFIC COATINGS",,"STOCK","Y","DERRYN F",,,,,,,,,,,,
"PO00388","A0000834","SISAL MOP 150MM X 2 SECTION",,,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L01718",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00196","PACIFIC COATINGS",,"STOCK","Y","DERRYN F",,,,,31.35,"RITE PRICE DISTRIBUTORS",,,,,,
"PO00388","A0000906","Cutting wax black",,,,,3,"L01713",3,0.3,3.3,1,"$",3,0.3,3.3,1,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00196","PACIFIC COATINGS",,"STOCK","Y","DERRYN F",,,,,,,,,,,,
"PO00388","A0001856","WHITE polishing wax",,,,,4,"L01714",4,0.4,4.4,1,"$",4,0.4,4.4,1,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00196","PACIFIC COATINGS",,"STOCK","Y","DERRYN F",,,,,,,,,,,,
"PO00387",5041,"1100 FOAM EAR PLUGS","1 X BOX",,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L01712",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,44.53,"ABL DISTRIBUTION",,,,,,
"PO00387","A0000724","M12 X 20mm Cap Screw ZP",,,"AG00004.1","Vaclift",30,"L01710",14.7,1.47,16.17,0.49,"$",14.7,1.47,16.17,0.49,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00387","A0001853","M10 X 65MM ZP BOLT",,,,,20,"L01708",20,2,22,1,"$",20,2,22,1,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00387","A0001854","LOCTITE THREAD LOCK LOW PURPLE",,,,,1,"L01709",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00387","A0001855","300MM ZIP TIE BLACK","1 X PACK",,,,1,"L01711",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","23/04/2026","23/04/2026","28/04/2026",,"23/04/2026",,,,,5,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00386","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L01707",109,10.9,119.9,109,"AUD",109,10.9,119.9,109,"Received","Received","Admin","22/04/2026","27/04/2026","26/05/2026",,"22/04/2026",,,,,29,"V00087","VULCAN ENGINEERING STEELS",,"GEM","Y","DERRYN F",,,,,,,,,,,,
"PO00386","BRCR03175G1045","31.75mm (1 1/4"") - 1045 CHROME ROUND BAR",,"BRCR03175G1045",,,9,"L01706",427.8,42.78,470.58,47.533333333333,"AUD",427.8,42.78,470.58,47.533333333333,"Received","Received","Admin","22/04/2026","27/04/2026","26/05/2026",,"22/04/2026",,,,,29,"V00087","VULCAN ENGINEERING STEELS",,"GEM","Y","DERRYN F",,,,,,,,,,,,
"PO00385","A0000232","AOMT170508PEER-GACU2500 INSERT",,,"AG00062","MACHINE SHOP TOOLING AND CONSUMERABLES",10,"L01699",168.86,16.89,185.75,16.886,"AUD",168.86,16.89,185.75,16.886,"Received","Received","Admin","22/04/2026","22/04/2026","26/05/2026",,"22/04/2026",,,,,34,"V00135","SEI CARBIDE",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00385","A0000233","AXMT123508PEER-GACP100 INSERT",,,"AG00062","MACHINE SHOP TOOLING AND CONSUMERABLES",20,"L01700",136.95,13.7,150.65,6.8475,"AUD",136.95,13.7,150.65,6.8475,"Received","Received","Admin","22/04/2026","22/04/2026","26/05/2026",,"22/04/2026",,,,,34,"V00135","SEI CARBIDE",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00385","A0000234","AMOT170508PEER-GACP100 INSERT",,,"AG00062","MACHINE SHOP TOOLING AND CONSUMERABLES",10,"L01701",168.86,16.89,185.75,16.886,"AUD",168.86,16.89,185.75,16.886,"Received","Received","Admin","22/04/2026","22/04/2026","26/05/2026",,"22/04/2026",,,,,34,"V00135","SEI CARBIDE",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00385","A0000238","GCMN4002-GG AC530U INSERT GENERAL PURPOSE","GCMN2002-GG AC530U",,"AG00062","MACHINE SHOP TOOLING AND CONSUMERABLES",5,"L01702",108.24,10.82,119.06,21.648,"AUD",108.24,10.82,119.06,21.648,"Received","Received","Admin","22/04/2026","22/04/2026","26/05/2026",,"22/04/2026",,,,,34,"V00135","SEI CARBIDE",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00385","A0001851","GCMN4002-GG INSERT ALUMINIUM GRADE",,,"AG00062","MACHINE SHOP TOOLING AND CONSUMERABLES",5,"L01703",5,0.5,5.5,1,"AUD",5,0.5,5.5,1,"Received","Received","Admin","22/04/2026","22/04/2026","26/05/2026",,"22/04/2026",,,,,34,"V00135","SEI CARBIDE",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00385","GNDL R2020K-425","TOOL HOLDER",,,,,1,"L01704",1,0.1,1.1,1,"AUD",1,0.1,1.1,1,"Received","Received","Admin","22/04/2026","22/04/2026","26/05/2026",,"22/04/2026",,,,,34,"V00135","SEI CARBIDE",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00384","16 X 80 X 4 MTR LENGTH","16MM FLAT BAR ALUMINIUM 6060 T5",,,,,2,"L01694",71.14,7.11,78.25,35.57,"AUD",71.14,7.11,78.25,35.57,"Received","Received","Admin","22/04/2026","23/04/2026","22/04/2026",,"22/04/2026",,,,,0,"V00114","ACTION ALUMINIUM",,"STELLA","Y","DERRYN F",,"N",,,,,,,,,,
"PO00383","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L01725",400,0,400,400,"$",400,0,400,400,"Ordered","Planned","David C","21/04/2026","30/05/2026",,1,"22/04/2026",1,"22/04/2026","15/06/2026",,67,"V00031","Ultipower",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00383","VLPE-020","Battery Charger 240VAC 12V 10A (AU Plug)",,"EPA150-12","AG00005.3","Electrical",50,"L01688",1450,0,1450,29,"$",1450,0,1450,29,"Ordered","Planned","David C","21/04/2026","30/05/2026",,1,"22/04/2026",1,"22/04/2026","15/06/2026",,67,"V00031","Ultipower",,"STOCK","Y","JOHN Mc",,"N",,,,,,,"www.ivcharger.com.cn","'-",,
"PO00382","A0001631","25.4 DIA 7075 ALUMINIUM","1 FULL LENGTH",,,,3.66,"L01681",165,16.5,181.5,45.081967213115,"AUD",165,16.5,181.5,45.081967213115,"Received","Received","Admin","20/04/2026","23/04/2026","22/04/2026",,"20/04/2026",,,,,0,"V00114","ACTION ALUMINIUM",,"NOY","Y","DERRYN F",,"N",,,,,,,,,,
"PO00381","CVL1000NT_01MF_001_REV A","Main Frame 0-1000kg Weldment Combined","Powder Coat",,"AG00004.1","Vaclift",2,,2,0.2,2.2,1,"$",2,0.2,2.2,1,"New PO","Requested","David C","20/04/2026","08/05/2026",,,,,,,,89,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00381","HA_CVLBNT_W_0690_001","CVLBNT Handle Frame 690mm L Weldment","POWDERCOAT",,"AG00004.1","Vaclift",2,,60,6,66,30,"$",60,6,66,30,"New PO","Requested","David C","20/04/2026","08/05/2026",,,,,,,,89,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00381","HA_CVLBNT_W_0690_001","CVLBNT Handle Frame 690mm L Weldment","POWDERCOAT",,"AG00004.1","Vaclift",2,,60,6,66,30,"$",60,6,66,30,"New PO","Requested","David C","20/04/2026","07/05/2026",,,,,,,,90,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00381","HA_CVL_W_0690_001","CVL Handle Frame 690mm L Weldment","Powder Coating",,"AG00004.1","Vaclift",2,,120,12,132,60,"$",120,12,132,60,"New PO","Requested","David C","20/04/2026","07/05/2026",,,,,,,,90,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00379","A0001574","SUPASHIELD",,,,,2,"L01672",62,6.2,68.2,31,"AUD",62,6.2,68.2,31,"Received","Received","Admin","20/04/2026","20/04/2026","11/05/2026",,"20/04/2026",,,,,21,"V00328","SUPAGAS",,"GAS","Y","DERRYN F","FORKLIFT GAS = $1.50 PER MONTH RENT / ARGON = $8 / SUPASHIELD","N",,,,,,,,,,
"PO00378","A0001668","60MM OD 2011 ALUMINIUM MACHINE BAR",,,,,1,"L01671",134.86,13.49,148.35,134.86,"AUD",134.86,13.49,148.35,134.86,"Received","Received","Admin","20/04/2026","22/04/2026","22/04/2026",,"20/04/2026",,,,,0,"V00114","ACTION ALUMINIUM",,"GEM","Y","DERRYN F",,"N",,,,,,,,,,
"PO00377","RHS 100x100x3 Aluminium 6060 T5 AL","RHS 100x100x3 Aluminium 6060 T5 AL",,,"AG00009.14","Material Raw RHS Aluminium",6.5,"L01666",209.89,20.99,230.88,32.290769230769,"AUD",209.89,20.99,230.88,32.290769230769,"Received","Received","David C","15/04/2026","23/04/2026","15/04/2026",,,,,,,0,"V00114","ACTION ALUMINIUM",,"STOCK","Y","DAVID C",,"N",,,,,,,,,,
"PO00376","A0000216","ZINC PLATING PARTS","1x TOOLBAR HANGER
1x SLEW BEAM",,"AG00004.1","Vaclift",2,"L01660",2,0.2,2.2,1,"$",2,0.2,2.2,1,"Ordered","Planned","David C","14/04/2026","14/04/2026",,,"14/04/2026",,,,,113,"V00122","GOLD COAST ELECTROPLATING",,"SN700","Y","JOHN Mc",,,,,,,,,,,,
"PO00375","A0001813","3MM POLY BLACK","600MM X 1200MM",,,,1,"L01655",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","14/04/2026","14/04/2026","26/05/2026",,"14/04/2026",,,,,42,"V00326","GC SIGNS AND PLASTIC FABRICATION",,"JONNY",,"JOHN Mc",,"N",,,,,,,,,,
"PO00374","A0001808","AIR LINE LONG BLOWER",,"AG-A-L","AG000011","WORKSHOP GENERAL SUPPLIES",2,"L01649",3.75,0,3.75,1.875,"USD",2.5,0,2.5,1.25,"Received","Received","David C","13/04/2026","28/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","A0001809","AIR LINE BLOWER METAL BODY",,"DG-10","AG000011","WORKSHOP GENERAL SUPPLIES",2,"L01661",6.42,0,6.42,3.21,"USD",4.28,0,4.28,2.14,"Received","Received","David C","13/04/2026","28/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","A0001810","CAR TYRE INFLATOR",,"TPG-A","AG000011","WORKSHOP GENERAL SUPPLIES",2,"L01650",17.34,0,17.34,8.67,"USD",11.56,0,11.56,5.78,"Received","Received","David C","13/04/2026","28/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","A0001838","AIR FILTER 5 MICRONS, REGULATOR WITH GAUGE",,"DIN-MIN-FC-3/8-A","AG00062","MACHINE SHOP TOOLING AND CONSUMERABLES",1,"L01677",47.1,0,47.1,47.1,"USD",31.4,0,31.4,31.4,"Received","Received","David C","13/04/2026","03/06/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","A0001844","AIR FILTER 5 MICRONS, REGULATOR WITH GAUGE & LUBRICATOR",,"DIN-MIN-FRC-3/8-A","AG00062","MACHINE SHOP TOOLING AND CONSUMERABLES",1,"L01687",41.7,0,41.7,41.7,"USD",27.8,0,27.8,27.8,"Received","Received","David C","13/04/2026","04/06/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","VLPA-016","1/4 BSP to 6mm 90 deg fitting","PL6-02",,"AG00005.2","Air System",100,"L01663",48.15,0,48.15,0.4815,"USD",32.1,0,32.1,0.321,"Received","Received","David C","13/04/2026","28/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,0,,,,"Ningbo Smart Pneumatic","'-",,
"PO00374","VLPA-025","8mm x3 T push in fitting","PE8",,"AG00005.2","Air System",100,"L01664",36,0,36,0.36,"USD",24,0,24,0.24,"Received","Received","David C","13/04/2026","28/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,0,,,,"Ningbo Smart Pneumatic","'-",,
"PO00374","VLPA-060","Air hose White 8mm",,"PU8X5W","AG00005.2","Air System",100,"L01639",39.15,0,39.15,0.3915,"USD",26.1,0,26.1,0.261,"Received","Received","David C","13/04/2026","27/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,".32c perM",,,,"Ningbo Smart Pneumatic","'-",,
"PO00374","VLPA-103","ELBOW PLASTIC 90 DEGREES PUSHIN 8MM - 8MM",,"PV8","AG00005.2","Air System",100,"L01686",23.85,0,23.85,0.2385,"USD",15.9,0,15.9,0.159,"Received","Received","David C","13/04/2026","04/06/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","VLPA-180","Air hose DARK BLUE 8mm",,"PU8X5DB","AG00005.2","Air System",40,"L01640",39.15,0,39.15,0.97875,"USD",26.1,0,26.1,0.6525,"Received","Received","David C","13/04/2026","27/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,".30c perM",,,,"Ningbo Smart Pneumatic","'-",,
"PO00374","VLPA-181","Air hose YELLOW 6mm",,"PU6X4Y","AG00005.2","Air System",200,"L01638",40.5,0,40.5,0.2025,"USD",27,0,27,0.135,"Received","Received","David C","13/04/2026","27/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,".30c perM",,,,"Ningbo Smart Pneumatic","'-",,
"PO00374","VLPA-182","Air Hose Blue 6mm",,"PU6X4BL","AG00005.2","Air System",200,"L01637",40.5,0,40.5,0.2025,"USD",27,0,27,0.135,"Received","Received","David C","13/04/2026","27/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,"'-",,
"PO00374","VLPA-183","VENT VALVE BSPP 1/4 WITH RED PUSH BUTTON SWITCH",,"98322PP","AG00004.1","Vaclift",50,"L01648",450,0,450,9,"USD",300,0,300,6,"Received","Received","David C","13/04/2026","27/05/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","VLPA-184","""Y"" FITTING 6MM X3 PUSH IN PLASTIC",,"PY6","AG00005.2","Air System",100,"L01682",31.05,0,31.05,0.3105,"USD",20.7,0,20.7,0.207,"Received","Received","David C","13/04/2026","04/06/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","VLPA-185","STRAIGHT 6MM METAL 1/8 BSP - 8MM PUSH IN",,"PC8-01","AG00005.2","Air System",100,"L01684",36,0,36,0.36,"USD",24,0,24,0.24,"Received","Received","David C","13/04/2026","04/06/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00374","VLPA-186","ELBOW 90 1/8 BSP - 8MM PLASTIC",,"PL8-01","AG00005.2","Air System",100,"L01685",48.6,0,48.6,0.486,"USD",32.4,0,32.4,0.324,"Received","Received","David C","13/04/2026","04/06/2026","13/05/2026","26KPL1005","01/05/2026","26KPL1005","20/04/2026","14/05/2026",,0,"V00060","NINGBO KEPLER AUTOMATION CO., LTD (NINGBO SHIMAOTONG INTERNATIONAL",,"STOCK","Y","JOHN Mc",,"N",,,,,,,,,,
"PO00373","A0000943","ELECTROPOLISH - SOUTHERN STAINLESS","6x PAD HANGERS",,,,6,"L01635",6,0.6,6.6,1,"$",6,0.6,6.6,1,"Received","Received","David C","13/04/2026","20/04/2026","26/05/2026",,,,,,,36,"V00279","SOUTHERN STAINLESS",,"SN698","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00372","A0000218","GFDSS12540 - ALPHA 125X22.2MM 40G ZIRCONIA FLAP DISC","(BOX)",,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L01629",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","13/04/2026","20/04/2026","13/04/2026",,"13/04/2026",,,,,0,"V00128","BUILD IT FASTENERS",,"JONNY","Y","JOHN Mc",,,,,,,,,,,,
"PO00372","A0001642","M6 X 16 ZP BOLT",,,,,100,"L01631",5,0.5,5.5,0.05,"$",5,0.5,5.5,0.05,"Received","Received","Admin","13/04/2026","20/04/2026","13/04/2026",,"13/04/2026",,,,,0,"V00128","BUILD IT FASTENERS",,"JONNY","Y","JOHN Mc",,,,,,,,,,,,
"PO00372","A0001794","M6 X 12 ZP BOLT",,,,,100,"L01632",5,0.5,5.5,0.05,"$",5,0.5,5.5,0.05,"Received","Received","Admin","13/04/2026","20/04/2026","13/04/2026",,"13/04/2026",,,,,0,"V00128","BUILD IT FASTENERS",,"JONNY","Y","JOHN Mc",,,,,,,,,,,,
"PO00372","A0001795","THREAD CUTTING SPRAY",,,,,1,"L01633",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","13/04/2026","20/04/2026","13/04/2026",,"13/04/2026",,,,,0,"V00128","BUILD IT FASTENERS",,"JONNY","Y","JOHN Mc",,,,,,,,,,,,
"PO00372","M8 NYLOC NUT ZP","M8 NYLOC NUT ZP","(BOX)",,"AG00007","Fastener",1,"L01630",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Admin","13/04/2026","20/04/2026","13/04/2026",,"13/04/2026",,,,,0,"V00128","BUILD IT FASTENERS",,"JONNY","Y","JOHN Mc",,,,,,,,,,,,
"PO00371","5mm Plate Mild Steel AS 3678 Grade 250","5mm Plate Mild Steel AS 3678 Grade 250","1200MM X 2400MM X 5MM HA250 PLATE",,"AG00009.11","Material Raw Sheet & Plate Mild Steel",2.88,"L01627",158.91,15.89,174.8,55.177083333333,"AUD",158.91,15.89,174.8,55.177083333333,"Received","Received","Admin","10/04/2026","15/04/2026","22/04/2026",,"10/04/2026",,,,,7,"151193+","SELECTION STEEL",,"STOCK",,"DERRYN F",,"N",,,,,,,,,,
"PO00371","A0001498","4MM PLATE MILD STEEL GR250","1200MM X 2400MM X 4MM HA250 PLATE",,,,2.88,"L01628",126.81,12.68,139.49,44.03125,"AUD",126.81,12.68,139.49,44.03125,"Received","Received","Admin","10/04/2026","15/04/2026","22/04/2026",,"10/04/2026",,,,,7,"151193+","SELECTION STEEL",,"STOCK",,"DERRYN F",,"N",,,,,,,,,,
"PO00371","A0001599","25MM PLATE MILD STEEL GR350","1502MM X 3002MM X 25MM GR352 PLATE X 3 @ $1550 EACH",,,,8.64,"L01626",4650,465,5115,538.19444444444,"AUD",4650,465,5115,538.19444444444,"Received","Received","Admin","10/04/2026","15/04/2026","22/04/2026",,"10/04/2026",,,,,7,"151193+","SELECTION STEEL",,"STOCK",,"DERRYN F",,"N",,,,,,,,,,
"PO00370","M30NZFINE2.0","MF30 2.0 FINE HEX NUT Z/P CLB",,,,,150,"L01625",364.5,36.45,400.95,2.43,"AUD",364.5,36.45,400.95,2.43,"Received","Received","Admin","10/04/2026","17/04/2026","22/04/2026",,"10/04/2026",,,,,5,"V00128","BUILD IT FASTENERS",,"marto",,"DERRYN F",,,,,,,,,,,,
"PO00369","A0001751","M55 REAR DOOR S/S TRIM","TO BE CUT AND FOLDED AS DRAWING SUPPLIED",,,,20,"L01617",20,2,22,1,"AUD",20,2,22,1,"Received","Received","Admin","08/04/2026","08/04/2026","11/05/2026",,"08/04/2026",,,,,33,"V00150","NOEL K SHEETMETAL",,"TRIMS","Y","DERRYN F",,,,,,,,,,,,
"PO00368","A00140","VACLIFT HI VAC BACKING PLATES TO BE RUBBER BONDED",,,"AG00001","Paint, Coatings & Plating",36,"L01614",3090.6,309.06,3399.66,85.85,"$",3090.6,309.06,3399.66,85.85,"Received","Received","David C","08/04/2026","08/04/2026","27/04/2026",,"08/04/2026",01,"27/04/2026","27/04/2026",,19,"CU0001","ALLIED RUBBER",,"STOCK","Y","JOHN Mc",,,,,85.85,,,,,,,
"PO00367","A0001749","1.5MM SHEET STAINLESS STEEL 316 #8 MIRROR","3 X SHEETS - 2400MM X 1200MM",,,,8.64,"L01611",975,97.5,1072.5,112.84722222222,"$",975,97.5,1072.5,112.84722222222,"Received","Received","Admin","08/04/2026","10/04/2026","23/04/2026",,"08/04/2026",,,,,13,"V00324","ASD AUSTRALIAN STAINLESS DISTRIBUTORS PTY LTD",,"TRIMS","Y","DERRYN F",,"N",,,,,,,,,,
"PO00367","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L01612",95,9.5,104.5,95,"$",95,9.5,104.5,95,"Received","Received","Admin","08/04/2026","10/04/2026","23/04/2026",,"08/04/2026",,,,,13,"V00324","ASD AUSTRALIAN STAINLESS DISTRIBUTORS PTY LTD",,"TRIMS","Y","DERRYN F",,"N",,,,,,,,,,
"PO00366","SB_065_0570_W_011","Manual Slew Beam 570mm Air Ram Ø160 Weldment",,,"AG00004.1","Vaclift",1,"L01607",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","David C","07/04/2026","07/04/2026","15/04/2026",,"07/04/2026",01,,,,8,"V00122","GOLD COAST ELECTROPLATING",,"SN698 & 699","Y","JOHN Mc",,,,,,,,,,,,
