"Number","Part No.","Part description","Free text","Vendor part no.","Group number","Group name","Quantity","Lot","Total","Tax","Total including tax","Unit cost","Currency","Total (in currency)","Tax (in currency)","Total including tax (in currency)","Unit cost (in currency)","Status","Product status","Created by","Created","Expected date","Arrival date","Order ID","Order date","Invoice ID","Invoice date","Due date","Shipped on","Delay","Vendor number","Vendor name","PO free text","B.W.E. Job ID","PO Emailed","Attention","NOTES","ACCOUNT","Notes","BWE added value cost","Buy Price","Supplier 1","S1 Buy price","Vender Part Number","Supplier 2","S2 Buy Price","Vender 2 Part Number","Sell Price"
"PO00191","A0000902","Sanding discs 8 inch for stainless steel - 240 grit","Box of 50",,,,50,"L00788",112.5,11.25,123.75,2.25,"$",112.5,11.25,123.75,2.25,"Received","Received","Kemal","04/11/2025","04/11/2025","05/11/2025",,"04/11/2025",30312,"04/11/2025","07/11/2025",,1,"V00136","RITE PRICE DISTRIBUTORS",,"WORKSHOP SUPPLIES","Y","DAVID C",,,,,,,,,,,,
"PO00191","A0000904","Sanding discs 8 inch for stainless steel - 120 grit","Box of 50",,,,1,"L00789",0,0,0,0,"$",0,0,0,0,"Received","Received","Kemal","04/11/2025","04/11/2025","05/11/2025",,"04/11/2025",30312,"04/11/2025","07/11/2025",,1,"V00136","RITE PRICE DISTRIBUTORS",,"WORKSHOP SUPPLIES","Y","DAVID C",,,,,,,,,,,,
"PO00191","A0000906","Cutting wax black","Bar",,,,3,"L00790",36.99,3.7,40.69,12.33,"$",36.99,3.7,40.69,12.33,"Received","Received","Kemal","04/11/2025","04/11/2025","05/11/2025",,"04/11/2025",30312,"04/11/2025","07/11/2025",,1,"V00136","RITE PRICE DISTRIBUTORS",,"WORKSHOP SUPPLIES","Y","DAVID C",,,,,,,,,,,,
"PO00191","A0000907","Blue Hubble polishing wax","Bar",,,,1,"L00791",32.64,3.26,35.9,32.64,"$",32.64,3.26,35.9,32.64,"Received","Received","Kemal","04/11/2025","04/11/2025","05/11/2025",,"04/11/2025",30312,"04/11/2025","07/11/2025",,1,"V00136","RITE PRICE DISTRIBUTORS",,"WORKSHOP SUPPLIES","Y","DAVID C",,,,,,,,,,,,
"PO00191","A0000908","Scotch Brite Pad Green",,,,,10,"L00792",26.6,2.66,29.26,2.66,"$",26.6,2.66,29.26,2.66,"Received","Received","Kemal","04/11/2025","04/11/2025","05/11/2025",,"04/11/2025",30312,"04/11/2025","07/11/2025",,1,"V00136","RITE PRICE DISTRIBUTORS",,"WORKSHOP SUPPLIES","Y","DAVID C",,,,,,,,,,,,
"PO00191","A0000909","White T-shirt rags","Bag",,,,1,"L00793",45,4.5,49.5,45,"$",45,4.5,49.5,45,"Received","Received","Kemal","04/11/2025","04/11/2025","05/11/2025",,"04/11/2025",30312,"04/11/2025","07/11/2025",,1,"V00136","RITE PRICE DISTRIBUTORS",,"WORKSHOP SUPPLIES","Y","DAVID C",,,,,,,,,,,,
"PO00191","A0000910","Thinners 20 L drum","20 L drum",,,,1,"L00794",101.41,10.14,111.55,101.41,"$",101.41,10.14,111.55,101.41,"Received","Received","Kemal","04/11/2025","04/11/2025","05/11/2025",,"04/11/2025",30312,"04/11/2025","07/11/2025",,1,"V00136","RITE PRICE DISTRIBUTORS",,"WORKSHOP SUPPLIES","Y","DAVID C",,,,,,,,,,,,
"PO00191","A0000911","Orange Grit 20 L Tub hand cleaner","20 L tub",,,,1,"L00795",0,0,0,0,"$",0,0,0,0,"Received","Received","Kemal","04/11/2025","04/11/2025","05/11/2025",,"04/11/2025",30312,"04/11/2025","07/11/2025",,1,"V00136","RITE PRICE DISTRIBUTORS",,"WORKSHOP SUPPLIES","Y","DAVID C",,,,,,,,,,,,
"PO00190","A0000899","304 #1 16mm 3000 x 1500","3000 x 1500 x 16mm",,,,1,"L00785",2576,257.6,2833.6,2576,"AUD",2576,257.6,2833.6,2576,"Received","Received","Kemal","04/11/2025","05/11/2025","05/11/2025",,"04/11/2025","SO 5059556SB-1","05/11/2025","06/11/2025",,0,"V00313","Dalsteel Metals",,"V00313",,"DERRYN F",,,,,,,,,,,,
"PO00190","A0000901","304 #1 20mm 2438 x 1219","2438 x 1219 x 20mm",,,,1,"L00786",2247,224.7,2471.7,2247,"AUD",2247,224.7,2471.7,2247,"Received","Received","Kemal","04/11/2025","05/11/2025","05/11/2025",,"04/11/2025","SO 5059556SB-1","05/11/2025","06/11/2025",,0,"V00313","Dalsteel Metals",,"V00313",,"DERRYN F",,,,,,,,,,,,
"PO00190","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00787",75,7.5,82.5,75,"AUD",75,7.5,82.5,75,"Received","Received","Kemal","04/11/2025","05/11/2025","05/11/2025",,"04/11/2025","SO 5059556SB-1","05/11/2025","06/11/2025",,0,"V00313","Dalsteel Metals",,"V00313",,"DERRYN F",,,,,,,,,,,,
"PO00189","A0000526","BMGARSUPD20 SUPER BLAST GARNET D 80# TONNE",,"BMGARSUPD20","AG00004.3","Water Jet Cutting",4,"L00783",2380,238,2618,595,"AUD",2380,238,2618,595,"Received","Received","Kemal","03/11/2025","03/11/2025","07/11/2025",1,"03/12/2025",1,"03/12/2025","03/12/2025",,4,"V00198","INDUSTRIAL MINERALS",,"STOCK",,"DERRYN F",,,,,595.00,"INDUSTRIAL MINERALS",,,,,,
"PO00189","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00784",0,0,0,0,"AUD",0,0,0,0,"Received","Received","Kemal","03/11/2025","03/11/2025","07/11/2025",1,"03/12/2025",1,"03/12/2025","03/12/2025",,4,"V00198","INDUSTRIAL MINERALS",,"STOCK",,"DERRYN F",,,,,,,,,,,,
"PO00188","A0000898","Ss316 - 8.0 x 1500 x 3048",,,,,1,"L00781",2195,219.5,2414.5,2195,"$",2195,219.5,2414.5,2195,"Received","Received","Kemal","03/11/2025","03/11/2025","03/11/2025",,"03/11/2025","014350IB","04/11/2025","05/11/2025",,0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"V00105","Y",,,"Y",,,,,,,,,,
"PO00188","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00782",0,0,0,0,"$",0,0,0,0,"Received","Received","Kemal","03/11/2025","03/11/2025","03/11/2025",,"03/11/2025","014350IB","04/11/2025","05/11/2025",,0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"V00105","Y",,,"Y",,,,,,,,,,
"PO00187","A0000891","BUZZER",,"S6114","AG00005.3","Electrical",1,"L00773",2.8,0.28,3.08,2.8,"AUD",2.8,0.28,3.08,2.8,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,"$1.03",,,,,"'-",,
"PO00187","A0000892","DC-DC BOOSTER",,"Z6339","AG00004.1","Vaclift",1,"L00775",13.95,1.4,15.35,13.95,"AUD",13.95,1.4,15.35,13.95,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,,,,,,,,
"PO00187","A0000893","USB CONNECTOR",,"P9719","AG00004.1","Vaclift",1,"L00774",7.37,0.74,8.11,7.37,"AUD",7.37,0.74,8.11,7.37,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,,,,,,,,
"PO00187","A0000894","BATTERY HOLDER",,"S5039","AG00004.1","Vaclift",1,"L00776",1.17,0.12,1.29,1.17,"AUD",1.17,0.12,1.29,1.17,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,,,,,,,,
"PO00187","A0000895","BATTERY 18650",,"S4737A","AG00004.1","Vaclift",1,"L00777",15.23,1.52,16.75,15.23,"AUD",15.23,1.52,16.75,15.23,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,,,,,,,,
"PO00187","A0000896","CIRCUIT BREAKER",,"S5621","AG00004.1","Vaclift",1,"L00778",5.29,0.53,5.82,5.29,"AUD",5.29,0.53,5.82,5.29,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,,,,,,,,
"PO00187","A0000897","CHARGE MODULE",,"Z6388A","AG00004.1","Vaclift",1,"L00779",6.3,0.63,6.93,6.3,"AUD",6.3,0.63,6.93,6.3,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,,,,,,,,
"PO00187","A00141","FREIGHT INWARD","FREIGHT",,"AG00011","FREIGHT INWARD",1,"L00780",21.09,2.11,23.2,21.09,"AUD",21.09,2.11,23.2,21.09,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,,,,,,,,
"PO00187","VLPE-024","3pin plug XLR female chassis (control box)charger",,"PO850","AG00005.3","Electrical",12,"L00772",83.76,8.38,92.14,6.98,"AUD",83.76,8.38,92.14,6.98,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,"$5.66","Altronics",,"P0850","Electus","'-","PS1054",
"PO00187","VLPE-032","Panel mount for 5mm LED","1x BAG CONTAINING 100",,"AG00005.3","Electrical",1,"L00768",8.51,0.85,9.36,8.51,"AUD",8.51,0.85,9.36,8.51,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,"$1.03",,,,"www.techbrands.com","'-",,
"PO00187","VLPE-038","Connector DC female bulkhead 2.1mm",,,"AG00005.3","Electrical",12,"L00771",35.04,3.5,38.54,2.92,"AUD",35.04,3.5,38.54,2.92,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,"$2.80",,,,"www.altronics.com.au","'-",,
"PO00187","VLPE-043","Capacitor for relay/pump 16V 4700uF",,"R5222","AG00005.3","Electrical",12,"L00770",9.84,0.98,10.82,0.82,"AUD",9.84,0.98,10.82,0.82,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,"$4.18",,,,"www.altronics.com.au","'-",,
"PO00187","VLPE-055","Fuse holder glass M205 panel mount safe",,,"AG00005.3","Electrical",12,"L00769",20.28,2.03,22.31,1.69,"AUD",20.28,2.03,22.31,1.69,"Received","Received","David C","30/10/2025","11/12/2025","11/11/2025",,"30/10/2025",1817714,"30/10/2025","31/10/2025",,0,"V00042","ALTRONICS","DO NOT CHARGE TO ANY CREDIT CARDS, INVOICE BLUE WATER ENGINEERING & WE WILL TRANSFER REQUIRED FUNDS","CVL CONTROL BOX REVISION","Y",,,,,,"$1.69","Altronics",,,"'-","'-",,
"PO00186","A0000887","Bend 3mm Gal part as drawing supplied.",,,,,71,"L00767",650,65,715,9.1549295774648,"$",650,65,715,9.1549295774648,"Received","Received","Kemal","30/10/2025","30/10/2025","07/11/2025",,,20260312,"07/11/2025",,,8,"V00145","CUSTOM TRUCK BODIES AND TRAILERS",,"Nationwide Engineering","Y","DAVID C",,,,,,,,,,,,
"PO00185","A0000886","1"" sched 80 pipe 316 SS - 33.4 OD - 23.8 ID","6.1 mtr length",,,,3,"L00765",951.6,95.16,1046.76,317.2,"$",951.6,95.16,1046.76,317.2,"Received","Received","Kemal","29/10/2025","29/10/2025","31/10/2025",,"29/10/2025",2261317,"06/11/2025","30/11/2025",,2,"V00245","MIDWAY METALS",,34,"Y","DAVID C",,"Y",,,,,,,,,,
"PO00185","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00766",0,0,0,0,"$",0,0,0,0,"Received","Received","Kemal","29/10/2025","29/10/2025","31/10/2025",,"29/10/2025",2261317,"06/11/2025","30/11/2025",,2,"V00245","MIDWAY METALS",,34,"Y","DAVID C",,"Y",,,,,,,,,,
"PO00184","A0000885","Bend 5mm aluminium part as drawing supplied.",,,,,12,"L00764",156,15.6,171.6,13,"$",156,15.6,171.6,13,"Received","Received","Kemal","29/10/2025","29/10/2025","07/11/2025",,"29/10/2025",20260311,,"03/10/2025",,9,"V00145","CUSTOM TRUCK BODIES AND TRAILERS",,"Dave McCallun","Y","DAVID C",,,,,,,,,,,,
"PO00183","A0000881","Alu- plate H112 EN AW-5083 32 x 1,250 x 2,500 mm IpC 3.1 - EN 10204",,,,,1,"L00758",2032,203.2,2235.2,2032,"AUD",2032,203.2,2235.2,2032,"Received","Received","Kemal","28/10/2025","28/10/2025","05/11/2025",,"28/10/2025",5900026526,"28/10/2025","03/11/2025",,8,"V00269","THYSSENKRUPP MATERIALS AUSTRALIA PTY LTD",,,,,,,,,,,,,,,,
"PO00183","A0000882","Test Certtificate",,,,,1,"L00759",20,2,22,20,"AUD",20,2,22,20,"Received","Received","Kemal","28/10/2025","28/10/2025","05/11/2025",,"28/10/2025",5900026526,"28/10/2025","03/11/2025",,8,"V00269","THYSSENKRUPP MATERIALS AUSTRALIA PTY LTD",,,,,,,,,,,,,,,,
"PO00183","A0000883","Packing",,,,,1,"L00760",20,2,22,20,"AUD",20,2,22,20,"Received","Received","Kemal","28/10/2025","28/10/2025","05/11/2025",,"28/10/2025",5900026526,"28/10/2025","03/11/2025",,8,"V00269","THYSSENKRUPP MATERIALS AUSTRALIA PTY LTD",,,,,,,,,,,,,,,,
"PO00183","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00761",160,16,176,160,"AUD",160,16,176,160,"Received","Received","Kemal","28/10/2025","28/10/2025","05/11/2025",,"28/10/2025",5900026526,"28/10/2025","03/11/2025",,8,"V00269","THYSSENKRUPP MATERIALS AUSTRALIA PTY LTD",,,,,,,,,,,,,,,,
"PO00182","PHV_470_225_W_002","PHV 470 x 225 x 122H Hanger Plate TB65 Weldment","ELECTRO POLISH",,"AG00004.1","Vaclift",3,,60,6,66,20,"$",60,6,66,20,"Received","Received","David C","27/10/2025","07/11/2025","27/10/2025",,,1,,,,0,"V00279","SOUTHERN STAINLESS",,"STOCK","Y","DAVID C",,"Y",,,,,,,,,,
"PO00181","A0000218","GFDSS12540 - ALPHA 125X22.2MM 40G ZIRCONIA FLAP DISC",,,"AG000011","WORKSHOP GENERAL SUPPLIES",10,"L00754",73,7.3,80.3,7.3,"$",73,7.3,80.3,7.3,"Received","Received","Admin","27/10/2025","27/10/2025","24/10/2025",,"24/10/2025","INV-47292","24/10/2025","30/11/2025",,0,"V00128","BUILD IT FASTENERS",,"STOCK",,"DAVID C",,,,,,,,,,,,
"PO00181","A0000877","CT-R28-500BT - CHEMTOOLS NICKEL ANTI-SEIZE BRUSH TOP 500G",,,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L00755",49.33,4.93,54.26,49.33,"$",49.33,4.93,54.26,49.33,"Received","Received","Admin","27/10/2025","27/10/2025","24/10/2025",,"24/10/2025","INV-47292","24/10/2025","30/11/2025",,0,"V00128","BUILD IT FASTENERS",,"STOCK",,"DAVID C",,,,,49.33,"BUILD IT FASTENERS",,,,,,
"PO00180","SPD_BAR_065_1000_001","Spreader 65mm 1000mm Weldment","ZINCPLATE",,"AG00004.1","Vaclift",6,,0,0,0,0,"$",0,0,0,0,"Received","Received","David C","24/10/2025","24/10/2025","04/11/2025",,"24/10/2025","INV-22396","04/11/2025","06/11/2025",,11,"V00122","GOLD COAST ELECTROPLATING",,,"Y",,,,,,,,,,,,,
"PO00180","TBPE_W_065_1300_001","Tool Bar Plug in Extension 1300 L Weldment","ZINCPLATE ALL PARTS",,"AG00004.1","Vaclift",2,,274.87,27.49,302.36,137.435,"$",274.87,27.49,302.36,137.435,"Received","Received","David C","24/10/2025","03/11/2025","04/11/2025",,"24/10/2025","INV-22396","04/11/2025","06/11/2025",,1,"V00122","GOLD COAST ELECTROPLATING",,,"Y",,,,,,,,,,,,,
"PO00179","A0000259","3404 1/4"" FBSP EXTRUDED ELBOW",,,"AG00004.1","Vaclift",20,"L00745",144,14.4,158.4,7.2,"AUD",144,14.4,158.4,7.2,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1361340,"24/10/2025","30/11/2025",,0,"V00293","HOSE SUPPLIERS AUSTRALIA",,"STOCK",,"DAVID C",,,,,7.20,,,,,,,
"PO00179","A0000261","CB757750 CYBERBOND SH27 YELLOW MEDIUM STRENGTH PIPE SEALANT 50ML",,,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L00747",30,3,33,30,"AUD",30,3,33,30,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1361340,"24/10/2025","30/11/2025",,0,"V00293","HOSE SUPPLIERS AUSTRALIA",,"STOCK",,"DAVID C",,,,,30.00,,,,,,,
"PO00179","A0000872","6408AK 1/2"" MBSP ALLEN KEY PLUG",,,"AG000011","WORKSHOP GENERAL SUPPLIES",10,"L00744",141,14.1,155.1,14.1,"AUD",141,14.1,155.1,14.1,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1361340,"24/10/2025","30/11/2025",,0,"V00293","HOSE SUPPLIERS AUSTRALIA",,"STOCK",,"DAVID C",,,,,14.10,"HOSE SUPPLIERS AUSTRALIA",,,,,,
"PO00179","A0000873","PFM50802 8MMM X 1/8"" PUSH FIT ELBOW",,,"AG000011","WORKSHOP GENERAL SUPPLIES",10,"L00746",42,4.2,46.2,4.2,"AUD",42,4.2,46.2,4.2,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1361340,"24/10/2025","30/11/2025",,0,"V00293","HOSE SUPPLIERS AUSTRALIA",,"STOCK",,"DAVID C",,,,,4.20,"HOSE SUPPLIERS AUSTRALIA",,,,,,
"PO00179","A0000874","20SM 1/4"" MBSP X FEMALE NITTO CUPLA",,,"AG000011","WORKSHOP GENERAL SUPPLIES",5,"L00748",60.5,6.05,66.55,12.1,"AUD",60.5,6.05,66.55,12.1,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1361340,"24/10/2025","30/11/2025",,0,"V00293","HOSE SUPPLIERS AUSTRALIA",,"STOCK",,"DAVID C",,,,,6.05,"HOSE SUPPLIERS AUSTRALIA",,,,,,
"PO00179","A0000875",730402,,,"AG000011","WORKSHOP GENERAL SUPPLIES",2,"L00749",4.4,0.44,4.84,2.2,"AUD",4.4,0.44,4.84,2.2,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1361340,"24/10/2025","30/11/2025",,0,"V00293","HOSE SUPPLIERS AUSTRALIA",,"STOCK",,"DAVID C",,,,,2.20,"HOSE SUPPLIERS AUSTRALIA",,,,,,
"PO00179","VLPA-081","Nitto Type Male Air Hose Fitting 1 quarter BSP",,,"AG00005.2","Air System",10,"L00750",43,4.3,47.3,4.3,"AUD",43,4.3,47.3,4.3,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1361340,"24/10/2025","30/11/2025",,0,"V00293","HOSE SUPPLIERS AUSTRALIA",,"STOCK",,"DAVID C",,,,,3.00,,,,,,,
"PO00178","A0000218","GFDSS12540 - ALPHA 125X22.2MM 40G ZIRCONIA FLAP DISC",,,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L00743",7.3,0.73,8.03,7.3,"AUD",7.3,0.73,8.03,7.3,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1,,"28/10/2025",,0,"V00128","BUILD IT FASTENERS",,"STOCK",,"DERRYN F",,,,,,,,,,,,
"PO00178","A0000220","METH1L - METHYLATED SPIRITS 1 LTR",,,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L00742",8.2,0.82,9.02,8.2,"AUD",8.2,0.82,9.02,8.2,"Received","Received","Admin","24/10/2025","24/10/2025","24/10/2025",,"24/10/2025",1,,"28/10/2025",,0,"V00128","BUILD IT FASTENERS",,"STOCK",,"DERRYN F",,,,,,,,,,,,
"PO00177","CVL500PT_01MF_001_REV A","Main Frame 0-500kg Weldment","POWDER COAT BLAZE BLUE",,"AG00004.1","Vaclift",1,,60,6,66,60,"$",60,6,66,60,"Received","Received","David C","23/10/2025","23/10/2025","31/10/2025",,"23/10/2025","INV-BPC18929","05/11/2025","30/12/2025",,8,"V00183","BUNDALL POWDER COATING",,"VACLIFT","Y","DAVID C",,"Y",,,,,,,,,,
"PO00177","HA_CVLBNT_W_0690_001","CVLBNT Handle Frame 690mm L Weldment","POWDERCOAT",,"AG00004.1","Vaclift",2,,120,12,132,60,"$",120,12,132,60,"Received","Received","David C","23/10/2025","23/10/2025","31/10/2025",,"23/10/2025","INV-BPC18929","05/11/2025","30/12/2025",,8,"V00183","BUNDALL POWDER COATING",,"VACLIFT","Y","DAVID C",,"Y",,,,,,,,,,
"PO00177","HA_CVL_W_0690_001","CVL Handle Frame 690mm L Weldment","Powder Coating",,"AG00004.1","Vaclift",3,,180,18,198,60,"$",180,18,198,60,"Received","Received","David C","23/10/2025","23/10/2025","31/10/2025",,"23/10/2025","INV-BPC18929","05/11/2025","30/12/2025",,8,"V00183","BUNDALL POWDER COATING",,"VACLIFT","Y","DAVID C",,"Y",,,,,,,,,,
"PO00175","A0000450-del1769723745","22.3KG PLAIN CARBON RAIL JIS E1103 12.19M ID 102438","SUPPLY 1x 12M LENGTH",102438,"AG00004","Blue Water Engineering",12,"L00727",2559.39,255.94,2815.33,213.2825,"$",2559.39,255.94,2815.33,213.2825,"Received","Received","David C","22/10/2025","05/11/2025","06/11/2025",,"22/10/2025","SO: 23761968","22/10/2025","29/10/2025",,1,"V00125","INFRABUILD STEEL CENTRE",,"CO00035","Y",,,,,,2559.35,"INFRABUILD STEEL  CENTRE",,,,,,
"PO00175","A00141","FREIGHT INWARD","FREIGHT",,"AG00011","FREIGHT INWARD",1,"L00757",63,6.3,69.3,63,"$",63,6.3,69.3,63,"Received","Received","David C","22/10/2025","05/11/2025","06/11/2025",,"22/10/2025","SO: 23761968","22/10/2025","29/10/2025",,1,"V00125","INFRABUILD STEEL CENTRE",,"CO00035","Y",,,,,,,,,,,,,
"PO00174","A0000865","10mm 316 stainless steel","2400 x 1200",,,,1,"L00723",1818,181.8,1999.8,1818,"$",1818,181.8,1999.8,1818,"Received","Received","Kemal","22/10/2025","22/10/2025","24/10/2025",,"22/10/2025",2259669,"30/10/2025","30/11/2025",,2,"V00245","MIDWAY METALS",,,"Y",,,"Y",,,,,,,,,,
"PO00174","A0000866","3mm 316 stainless steel","2400 x 1200",,,,1,"L00724",535,53.5,588.5,535,"$",535,53.5,588.5,535,"Received","Received","Kemal","22/10/2025","22/10/2025","24/10/2025",,"22/10/2025",2259669,"30/10/2025","30/11/2025",,2,"V00245","MIDWAY METALS",,,"Y",,,"Y",,,,,,,,,,
"PO00174","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00725",0,0,0,0,"$",0,0,0,0,"Received","Received","Kemal","22/10/2025","22/10/2025","24/10/2025",,"22/10/2025",2259669,"30/10/2025","30/11/2025",,2,"V00245","MIDWAY METALS",,,"Y",,,"Y",,,,,,,,,,
"PO00173","A0000861","1mm PETG Sheet 2440mm x 1220mm",,,,,6,"L00721",237.21,23.72,260.93,39.535,"$",237.21,23.72,260.93,39.535,"Received","Received","Kemal","22/10/2025","22/10/2025","31/10/2025",,"22/10/2025","SOAU064830","22/10/2025","27/10/2025",,9,"V00199","PLASTRAL PTY LTD",,,"Y",,,"N",,,,,,,,,,
"PO00172","TB065_2260_001","Tool Bar 2260 L to Suit Frame 570 W RHS 70 L CTS 1000 kg W.L.L.","ZINCPLATE",,"AG00004.1","Vaclift",1,,30,3,33,30,"$",30,3,33,30,"Received","Received","David C","22/10/2025","22/10/2025","22/10/2025",1,"22/10/2025",1,"22/10/2025","24/10/2025","22/10/2025",0,"V00122","GOLD COAST ELECTROPLATING",,"STOCK","Y","DAVID C",,,,,,,,,,,,
"PO00171","TBPE_065_0306_002","Plug Folding TB65x4 306mm L","FOLD AS DRAWN",,"AG00004.1","Vaclift",16,,150,15,165,9.375,"$",150,15,165,9.375,"Received","Received","David C","22/10/2025","22/10/2025","23/10/2025",,"22/10/2025",20260255,"23/10/2025","23/11/2025",,1,"V00145","CUSTOM TRUCK BODIES AND TRAILERS",,,"Y",,,,,,,,,,,,,
"PO00170","PHV_470_225_002","PHV Vulcanized Rubber Plate 470x225","VOLCANISE PAD PLATES",,"AG00004.1","Vaclift",42,"L00719",8274,827.4,9101.4,197,"$",8274,827.4,9101.4,197,"Received","Received","David C","21/10/2025","21/10/2025","11/11/2025",,"21/10/2025",45973,"20/10/2025","28/10/2025",,21,"CU0001","ALLIED RUBBER",,"STOCK","Y","DAVID C",,,,,,,,,,,,
